### AlicePawn -- 718 own properties (offsets from live-process dump)
  +0x988   LockedZones                                    ArrayProperty     
        (int Damage@0x0, object InstigatedBy@0x4, struct HitLocation@0x8, struct Momentum@0x14, class DamageType@0x20, struct HitInfo@0x24, object DamageCauser@0x40)
  SCRIPT   AlicePawn.ShouldDoKnockBack                                      48     Defined|Simulated|Public
        (byte DmgStrength@0x0, bool ReturnValue@0x4)
  SCRIPT   AlicePawn.SmokeParticleTest                                      112    Defined|Event|Public
        ()
  SCRIPT   AlicePawn.SmokeSkinTest                                          248    Defined|Event|Public
        (int I@0x0, component ClothComponent@0x4, component Local_HairComponent@0x8, component SkeletalMeshComponent@0xc)
  NATIVE   AlicePawn.StandUpToFloor                                         7      Native|Public
        (float DeltaFloor@0x0)
  NATIVE   AlicePawn.StartAliceMorphing                                     17     Native|Public
        (name CurMorphName@0x0, name NextMorphName@0x8, float MorphTime@0x10)
  SCRIPT   AlicePawn.StartCombatToStrafeCamBlendDelay                       22     Defined|Simulated|Public
        ()
  SCRIPT   AlicePawn.StartFrozen                                            229    Defined|Public
        (object APC@0x0)
  SCRIPT   AlicePawn.StartGlideLoopingEffect                                76     Defined|Public
        ()
  SCRIPT   AlicePawn.StartHysteriaMode                                      11     Defined|Public
        ()
  SCRIPT   AlicePawn.StartRoll                                              508    Defined|Event|Public
        (component Local_HairComponent@0x0, component Local_SkeletalMeshComponent@0x4)
  SCRIPT   AlicePawn.StopAllAliceCameraAnims                                251    Defined|Simulated|Public
        (object Camera@0x0, int Index@0x4)
  SCRIPT   AlicePawn.StopHealthDamageEffect                                 129    Defined|Simulated|HasOptionalParms|Public|HasOutParms
        (bool bHealth@0x0, object Sound@0x4, object CameraAnimation@0x8, object FFWaveform@0xc, array PPEffectName@0x10, array PPEffects@0x1c, object Ctrl@0x28)
  SCRIPT   AlicePawn.StopHysteriaMode                                       11     Defined|Public
        ()
  SCRIPT   AlicePawn.StopRoll                                               199    Defined|Event|Public
        (component Local_HairComponent@0x0)
  SCRIPT   AlicePawn.StopSlideCameraAnim                                    20     Defined|Public
        ()
  NATIVE   AlicePawn.StopUpdate                                             7      Native|Public
        (bool bStop@0x0)
  STUB     AlicePawn.StopUpdateSpecialComponents                            3      Event|Public
        (bool bStop@0x0)
  SCRIPT   AlicePawn.StopWeaponFire                                         140    Defined|Public
        ()
  SCRIPT   AlicePawn.StopWeaponParticleTrail                                31     Defined|Public
        ()
  SCRIPT   AlicePawn.SwimmingDressTest                                      358    Defined|Exec|Public
        (component ClothComponent@0x0)
  SCRIPT   AlicePawn.SwitchCameraZoom                                       99     Defined|Public
        ()
  SCRIPT   AlicePawn.SwitchHairInTransition                                 78     Defined|Public
        ()
  SCRIPT   AlicePawn.SwitchHowToTriggerFloatMode                            18     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.SwitchLockOnCamera                                     87     Defined|Public
        (bool bCombat@0x0)
  SCRIPT   AlicePawn.SwitchToDress                                          270    Defined|Simulated|Public
        (int Index@0x0, bool ReturnValue@0x4, array DressNames@0x8)
  SCRIPT   AlicePawn.SwitchToWaterWalkDress                                 496    Defined|Exec|Public
        (component ClothComponent@0x0)
  SCRIPT   AlicePawn.TakeDamage                                             1394   Defined|Event|HasOptionalParms|Public|HasDefaults
        (int Damage@0x0, object InstigatedBy@0x4, struct HitLocation@0x8, struct Momentum@0x14, class DamageType@0x20, struct HitInfo@0x24, object DamageCauser@0x40, struct NewRot@0x44, int I@0x50, bool bbb@0x54)
  STUB     AlicePawn.TakeFallingDamage                                      3      Public
        ()
  SCRIPT   AlicePawn.ThrowWeapon                                            60     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.Tick                                                   960    Defined|Simulated|Public
        (float DeltaTime@0x0, component hc@0x4, component CC@0x8, object wv@0xc, int Idx@0x10)
  SCRIPT   AlicePawn.ToggleCloseFollowCamera                                102    Defined|Simulated|Public
        (bool bEnable@0x0)
  SCRIPT   AlicePawn.ToggleCommLink                                         76     Defined|Exec|Public
        ()
  SCRIPT   AlicePawn.TranferToCombatCamera                                  162    Defined|Simulated|Public|HasOutParms
        (struct AliceEyeLoc@0x0, struct AliceEyeRot@0xc, struct out_CamLoc@0x18, object APC@0x24)
  SCRIPT   AlicePawn.TriggerCameraEvent                                     26     Defined|Event|Public
        (int ActivateIndex@0x0)
  SCRIPT   AlicePawn.TriggerContextEventClass                               75     Defined|Simulated|HasOptionalParms|Public|HasOutParms
        (byte ContextItem@0x0, int ActivateIndex@0x4, bool bTest@0x8, array ActivatedEvents@0xc, bool ReturnValue@0x18, array ActivateIndices@0x1c)
  SCRIPT   AlicePawn.TriggerDressPhysic                                     375    Defined|Public
        (bool TurnOn@0x0, float Intensity@0x4)
  SCRIPT   AlicePawn.TriggerEdgeJump                                        30     Defined|Event|Public
        ()
  NATIVE   AlicePawn.TriggerEnterHysteriaRadiusDamage                       2      Native|Public
        ()
  SCRIPT   AlicePawn.TriggerFloatDown                                       209    Defined|Exec|Public
        (bool bTriggerFloatDown@0x0)
  SCRIPT   AlicePawn.TriggerHysteria                                        76     Defined|Exec|Public
        (float HysterialTriggerHealth@0x0)
  SCRIPT   AlicePawn.TriggerPushDown                                        11     Defined|Simulated|Event|Public
        ()
  SCRIPT   AlicePawn.TryToResetSprintCameraAnim                             130    Defined|Public
        (object PlayerState@0x0)
  NATIVE   AlicePawn.UpdateAliceDressLoading                                2      Native|Public
        ()
  SCRIPT   AlicePawn.UpdateBlobShadow                                       796    Defined|Public|HasDefaults
        (object HitActor@0x0, struct Downward@0x4, struct HitLocation@0x10, struct HitNormal@0x1c, struct vEnd@0x28, struct vStart@0x34, float HitDistance@0x40, float fOpacity@0x44, float fScale@0x48, bool bShowBlobShadow@0x4c)
  SCRIPT   AlicePawn.UpdateCameraMagnet                                     802    Defined|Simulated|Public|HasDefaults
        (float DeltaTime@0x0, int J@0x4, float fDistance@0x8, object APC@0xc, bool bIgnore@0x10, bool bResetCamera@0x14, bool bDisabled@0x18, struct MagnetScreenPos@0x20)
  SCRIPT   AlicePawn.UpdateFreezingHit                                      180    Defined|Public
        (float DeltaTime@0x0, float CurHitTime@0x4)
  SCRIPT   AlicePawn.UpdateInUIMode                                         227    Defined|Simulated|Public
        (float DeltaTime@0x0, object APC@0x4)
  SCRIPT   AlicePawn.WeaponSetHidden                                        93     Defined|HasOptionalParms|Public
        (bool Set@0x0, bool bForce@0x4)
  SCRIPT   AlicePawn.checkFakeAttached                                      72     Defined|Public
        (object interpBase@0x0)
  SCRIPT   AlicePawn.clearFakeAttached                                      30     Defined|Public
        ()
  SCRIPT   AlicePawn.drawlineFacingSlideTarget                              109    Defined|Public
        (object Target@0x0)
  SCRIPT   AlicePawn.getUnshrinkExtent                                      54     Defined|Event|Public
        (struct ReturnValue@0x0)
  SCRIPT   AlicePawn.isAButtonPressed                                       25     Defined|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.isInConversationMode                                   14     Defined|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.isInEncroachState                                      14     Defined|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.isNewCycleControl                                      54     Defined|Event|Public
        (bool ReturnValue@0x0)
  SCRIPT   AlicePawn.showHysteriaInfo                                       720    Defined|Public|HasOutParms
        (object Canvas@0x0, float out_YL@0x4, float out_YPos@0x8)
  SCRIPT   AlicePawn.showSaveLoadConfigInfo                                 1625   Defined|Public
        (str ReturnValue@0x0, str Info@0xc)
  SCRIPT   AlicePawn.tryResolveEncroach                                     44     Defined|Public|HasDefaults
        (struct NewLocation@0x0)
